model,fpr,tpr,threshold
Logistic Regression,0.22850844966936076,0.39593114241001565,0.5591201329241661
Logistic Regression,0.22850844966936076,0.3974960876369327,0.5583064150000053
Logistic Regression,0.2292432035268185,0.3974960876369327,0.5582305833937354
Logistic Regression,0.2292432035268185,0.40062597809076683,0.5577874587040629
Logistic Regression,0.230712711241734,0.40062597809076683,0.5574623616244437
Logistic Regression,0.230712711241734,0.40375586854460094,0.5573518017958882
Logistic Regression,0.23144746509919176,0.40375586854460094,0.557170206018095
Logistic Regression,0.23144746509919176,0.40688575899843504,0.557091405501925
Logistic Regression,0.23218221895664953,0.40688575899843504,0.557021255444832
Logistic Regression,0.23218221895664953,0.41158059467918623,0.5559976710453651
Logistic Regression,0.23512123438648053,0.41158059467918623,0.5555442475787005
Logistic Regression,0.23512123438648053,0.41471048513302033,0.5551066366191345
Logistic Regression,0.23659074210139602,0.41471048513302033,0.5545535544133974
Logistic Regression,0.23659074210139602,0.4162754303599374,0.554202328862184
Logistic Regression,0.2402645113886848,0.4162754303599374,0.5534388560737517
Logistic Regression,0.2402645113886848,0.41784037558685444,0.552742990024487
Logistic Regression,0.24246877296105804,0.41784037558685444,0.55249748786173
Logistic Regression,0.24246877296105804,0.4194053208137715,0.5524576908293662
Logistic Regression,0.2432035268185158,0.4194053208137715,0.5521338236052309
Logistic Regression,0.2432035268185158,0.4209702660406886,0.551856970367327
Logistic Regression,0.2461425422483468,0.4209702660406886,0.5502650622835044
Logistic Regression,0.2461425422483468,0.4225352112676056,0.5499833230340435
Logistic Regression,0.24834680382072005,0.4225352112676056,0.5494442906588904
Logistic Regression,0.24834680382072005,0.4241001564945227,0.549437079419287
Logistic Regression,0.2542248346803821,0.4241001564945227,0.5482258944730685
Logistic Regression,0.2542248346803821,0.4303599374021909,0.5479015264966468
Logistic Regression,0.25642909625275534,0.4303599374021909,0.5468217771224791
Logistic Regression,0.25642909625275534,0.43661971830985913,0.5464715474193884
Logistic Regression,0.25789860396767084,0.43661971830985913,0.5459779886281446
Logistic Regression,0.25789860396767084,0.4381846635367762,0.5456720165671253
Logistic Regression,0.2586333578251286,0.4381846635367762,0.5452926992742397
Logistic Regression,0.2586333578251286,0.4397496087636933,0.5452078929477365
Logistic Regression,0.26083761939750183,0.4397496087636933,0.5445259149863517
Logistic Regression,0.26083761939750183,0.4413145539906103,0.5443902565091377
Logistic Regression,0.2615723732549596,0.4413145539906103,0.5442281422398283
Logistic Regression,0.2615723732549596,0.4444444444444444,0.5436332020364781
Logistic Regression,0.2623071271124173,0.4444444444444444,0.5435134286090202
Logistic Regression,0.2623071271124173,0.4460093896713615,0.543508702775173
Logistic Regression,0.2637766348273328,0.4460093896713615,0.5433449135277082
Logistic Regression,0.2637766348273328,0.4475743348982786,0.5429812660025903
Logistic Regression,0.2652461425422483,0.4475743348982786,0.5428624968314419
Logistic Regression,0.2652461425422483,0.4491392801251956,0.5427156079208181
Logistic Regression,0.26671565025716387,0.4491392801251956,0.5424365904611685
Logistic Regression,0.26671565025716387,0.4507042253521127,0.5422058749307754
Logistic Regression,0.2674504041146216,0.4507042253521127,0.5421028075346636
Logistic Regression,0.2674504041146216,0.4522691705790297,0.5420485931837667
Logistic Regression,0.2689199118295371,0.4522691705790297,0.5411966490744508
Logistic Regression,0.2689199118295371,0.45539906103286387,0.540571351187345
Logistic Regression,0.26965466568699487,0.45539906103286387,0.5400860140976023
Logistic Regression,0.26965466568699487,0.4569640062597809,0.5399908346816485
Logistic Regression,0.2703894195444526,0.4569640062597809,0.5397275867867664
Logistic Regression,0.2703894195444526,0.458528951486698,0.5397022698088774
Logistic Regression,0.27112417340191036,0.458528951486698,0.5393922527538497
Logistic Regression,0.27112417340191036,0.460093896713615,0.5387605074219184
